sqft,floors,bedrooms,price
1590,1.0,3,305100.0
3010,1.0,4,830000.0
2610,2.0,3,810000.0
1440,1.0,3,500000.0
1920,1.0,3,490000.0
1670,2.0,2,490000.0
1390,1.0,4,272000.0
2140,2.0,3,280000.0
1250,1.5,3,233000.0
1080,1.0,3,275000.0
2760,2.0,3,375000.0
2180,2.0,3,445000.0
1260,3.0,3,437500.0
1610,1.5,4,426250.0
2450,1.0,3,358000.0
4150,2.0,4,1175000.0
960,1.0,2,305000.0
1340,1.0,2,415000.0
3000,2.0,11,520000.0
3080,2.0,4,733000.0
1130,1.0,3,411500.0
2280,1.5,3,540000.0
1952,1.0,3,270500.0
1280,2.0,2,422250.0
3690,2.0,5,655000.0
4610,2.0,5,1200000.0
2920,2.5,3,550000.0
1230,2.0,2,460000.0
1580,1.0,4,159075.0
1220,1.5,2,470000.0
1020,1.0,2,235000.0
1510,1.0,2,309950.0
1830,1.0,4,433000.0
2750,1.0,3,895000.0
1860,1.0,3,291000.0
2720,2.0,3,835000.0
1360,1.0,2,640000.0
2340,1.0,3,438000.0
2600,2.0,4,540000.0
2090,1.0,4,325000.0
2260,1.5,4,380000.0
1390,1.0,2,510000.0
2300,2.0,4,380000.0
2810,1.0,4,825000.0
4060,2.0,4,880000.0
2790,2.0,3,1800000.0
1290,1.5,3,790000.0
720,1.0,2,287000.0
2130,1.5,3,509000.0
1750,1.0,3,270000.0
960,1.0,3,210000.0
1570,1.5,3,415000.0
3070,1.0,3,550000.0
2920,1.0,4,1250000.0
1870,1.0,3,499950.0
1540,2.0,3,659000.0
1440,2.0,2,265000.0
2810,2.0,4,492000.0
2450,1.0,4,715000.0
1330,1.5,2,175000.0
3130,2.0,4,975000.0
730,1.0,1,306950.0
2480,1.5,4,630000.0
1270,1.0,3,367500.0
2230,1.0,3,699950.0
2880,2.0,3,1000000.0
2434,2.0,4,285000.0
1120,2.0,2,215000.0
4080,2.0,4,1050000.0
3720,1.0,4,1370000.0
1430,1.5,3,235000.0
1560,1.0,3,604000.0
1700,1.0,3,750000.0
2510,1.0,4,800000.0
2600,1.5,5,580000.0
790,1.0,1,350000.0
1710,2.0,4,353750.0
2660,1.0,5,1100000.0
1470,1.0,4,465000.0
2350,1.5,3,568000.0
2440,2.0,5,1005000.0
1150,1.0,3,213500.0
1510,1.0,3,250000.0
870,1.0,2,357000.0
1280,2.0,2,425000.0
2600,2.0,3,571000.0
2030,1.0,3,588000.0
1930,2.0,4,275000.0
3210,2.0,3,565000.0
1970,1.0,3,460000.0
4060,1.0,4,603500.0
3316,2.0,3,490600.0
1460,1.0,2,1010000.0
2100,1.0,4,500000.0
1830,2.0,4,249000.0
1530,1.0,3,235000.0
1490,1.0,4,410000.0
860,1.0,2,370000.0
2130,1.0,5,360000.0
3580,2.0,5,1406890.0
2420,2.0,4,298000.0
1900,1.0,4,485000.0
1330,1.0,3,400000.0
2150,2.0,3,580000.0
1370,2.0,2,355000.0
2430,2.0,3,650000.0
1640,1.0,4,261490.0
1010,1.0,3,347000.0
1500,1.5,3,485000.0
1740,2.0,3,601000.0
2090,1.0,3,380000.0
1850,2.0,3,565000.0
2790,2.0,3,750000.0
1480,1.0,3,291000.0
2280,2.0,3,560000.0
3180,2.0,4,725000.0
2350,1.0,3,539000.0
3910,2.0,5,470000.0
770,1.0,2,264950.0
1780,2.0,4,200000.0
2300,1.0,5,453500.0
2510,2.0,2,811000.0
1410,3.0,3,425000.0
4250,1.0,4,1530000.0
2560,1.0,4,562000.0
1760,2.0,3,281000.0
2100,2.0,3,270000.0
1490,1.0,3,205950.0
870,1.0,2,310000.0
1260,2.0,3,350000.0
2630,2.0,4,843500.0
1950,1.0,4,370000.0
2200,1.0,4,279000.0
1600,1.0,3,408000.0
1230,1.0,3,392000.0
1030,1.0,2,455000.0
1040,1.0,2,310000.0
2240,2.0,3,323500.0
1600,1.0,3,364500.0
2190,1.0,4,280000.0
1899,2.0,3,289900.0
1870,1.5,3,585000.0
1730,1.0,3,269000.0
1860,2.0,3,280000.0
1940,1.0,3,287000.0
670,1.0,2,183000.0
1820,1.0,3,309000.0
3810,2.0,4,920000.0
2060,2.5,5,815241.0
1520,1.0,3,405000.0
3450,2.0,5,525000.0
830,1.0,2,150000.0
1880,1.0,4,240000.0
2200,1.5,4,698000.0
1800,1.0,3,440000.0
1200,1.5,3,204000.0
2220,1.0,3,875000.0
1380,1.0,3,650000.0
1660,1.0,3,392500.0
2320,1.5,4,400000.0
2800,1.0,3,653000.0
1210,1.5,4,452000.0
2331,2.0,4,345000.0
1820,1.0,4,350000.0
2860,2.0,4,650000.0
2750,1.5,5,525000.0
2750,1.5,5,840000.0
2280,2.0,3,1325000.0
1610,1.0,4,259950.0
3760,2.0,5,998000.0
2940,2.0,3,1070000.0
4460,2.0,4,1910000.0
1110,2.0,3,190500.0
2560,1.0,3,465000.0
1060,1.0,3,370000.0
2810,1.0,6,290000.0
1380,1.0,3,350000.0
1380,1.0,3,740000.0
2560,1.0,3,460000.0
1010,1.0,3,290000.0
1790,2.0,3,475000.0
1600,2.0,3,214000.0
910,1.0,2,455000.0
2497,2.0,3,275000.0
1800,1.0,3,305000.0
2570,1.0,5,449000.0
1320,1.0,3,366000.0
1670,2.0,3,348000.0
2800,2.0,4,515000.0
3360,2.0,4,950000.0
2590,2.0,3,815000.0
1530,2.0,3,199950.0
1330,1.0,3,386000.0
2160,2.0,3,273000.0
1830,2.0,4,284000.0
1470,1.0,3,399950.0
1150,1.0,3,285000.0
1790,2.0,3,315000.0
1700,1.0,3,250000.0
1630,1.5,4,290000.0
3420,2.0,4,725000.0
1650,1.5,3,410000.0
2810,1.5,4,855000.0
2710,2.0,4,399900.0
3320,2.0,4,852600.0
720,1.0,2,235000.0
930,1.0,2,230950.0
1490,2.0,3,230000.0
1690,2.0,3,404763.0
1720,2.0,3,245000.0
1140,1.0,3,188000.0
2280,2.0,4,626100.0
1100,1.0,3,428750.0
1800,1.0,4,522000.0
2500,2.0,4,684000.0
2950,1.0,3,1065500.0
1940,1.0,1,611206.0
1280,1.0,2,350000.0
3800,2.0,4,894000.0
930,1.0,2,420000.0
1930,1.0,5,400000.0
2980,1.0,3,675000.0
2800,2.0,4,426000.0
3190,2.0,4,750000.0
1710,1.0,3,368000.0
1980,1.0,3,342000.0
1910,1.0,3,700000.0
3160,2.0,6,848750.0
1590,1.0,3,720000.0
1890,1.0,4,525000.0
2500,1.0,3,397900.0
1740,1.0,3,405000.0
1080,1.0,3,392800.0
1730,1.0,3,394999.0
2480,2.0,3,340000.0
1450,2.0,3,482500.0
2750,2.0,4,812500.0
2820,1.0,3,450000.0
1830,1.0,3,398000.0
1550,3.0,2,1075000.0
1640,1.0,2,540000.0
1720,1.0,4,275000.0
2880,2.0,5,780000.0
1220,1.5,3,225000.0
1560,2.0,3,503045.0
1090,2.0,2,249000.0
1140,1.0,4,569950.0
1040,2.0,2,450000.0
2580,1.0,4,1099500.0
2310,1.5,4,700000.0
1590,2.0,3,454000.0
1270,1.0,3,555000.0
1240,1.0,3,214000.0
2210,2.0,3,590000.0
2340,1.5,3,459900.0
1420,1.0,3,205000.0
1430,1.0,3,390000.0
2470,2.0,3,970500.0
2390,2.0,3,790000.0
1120,1.0,3,320000.0
2700,2.0,3,552500.0
3490,2.5,3,1050000.0
1640,1.0,3,230000.0
1620,1.0,3,680000.0
1670,2.0,3,985000.0
1870,2.0,4,375000.0
1300,1.5,2,431000.0
2190,2.0,3,463000.0
1320,1.0,3,350000.0
1250,1.0,3,485000.0
2040,1.0,4,355000.0
2140,1.0,3,603500.0
2510,1.5,5,860000.0
2200,2.0,5,259875.0
2170,1.0,4,685000.0
2980,2.0,4,382500.0
1180,1.5,3,490000.0
1540,1.0,3,229000.0
1540,1.0,3,430000.0
3110,1.0,5,580000.0
1370,1.0,3,510000.0
2440,1.5,5,489990.0
1760,2.0,3,440000.0
2810,1.0,3,479950.0
2500,1.0,4,806000.0
3220,2.0,4,875000.0
2880,2.0,3,710800.0
2700,2.0,3,565000.0
2680,2.0,5,359999.0
1780,1.0,3,625000.0
2240,2.0,3,349950.0
1610,1.0,4,415000.0
1440,2.0,2,435000.0
1550,2.0,3,225000.0
1720,1.0,3,770000.0
1740,1.0,3,340000.0
3280,1.0,5,965000.0
2216,1.0,3,667000.0
1100,1.0,1,250000.0
1180,1.0,3,397990.0
2020,1.0,3,535000.0
1150,1.0,3,265950.0
2090,1.0,3,258000.0
1300,3.0,3,505500.0
2240,1.0,5,455000.0
3540,1.0,5,1348000.0
2840,1.0,4,600000.0
2080,2.0,4,329800.0
1550,1.0,2,222000.0
1900,1.0,4,450000.0
2760,2.0,3,952000.0
1410,1.5,4,625000.0
1240,1.0,2,226800.0
4420,2.0,5,1205000.0
3390,1.0,4,350000.0
1400,1.0,3,395000.0
2110,2.0,5,285000.0
1310,1.0,3,553000.0
1270,1.0,3,254000.0
2060,1.0,2,348140.0
2530,1.0,4,354950.0
1900,1.0,3,706000.0
2910,2.0,4,499000.0
1900,1.5,3,427500.0
2880,2.0,5,439000.0
2820,2.0,4,545000.0
1620,1.5,3,842000.0
3320,2.0,4,685000.0
3770,2.0,4,665000.0
1200,1.0,2,255000.0
2130,1.0,5,565000.0
1950,1.0,5,274000.0
1920,1.0,3,260000.0
2510,1.0,4,581000.0
1990,1.5,3,625000.0
1230,1.0,3,220000.0
3190,2.0,3,765000.0
5720,2.0,6,1325000.0
2280,1.5,8,700000.0
1550,1.0,4,351000.0
1690,2.0,3,413565.0
1651,2.0,3,363000.0
2260,1.0,4,679000.0
1510,1.0,2,473000.0
1490,1.0,3,585888.0
2220,2.0,4,405000.0
2800,1.0,3,650000.0
2210,1.0,4,415000.0
2150,1.0,3,575000.0
1400,1.0,3,220000.0
2450,1.0,4,610000.0
980,1.0,3,499950.0
2800,2.0,4,883000.0
1240,1.5,2,436000.0
1610,2.0,3,320000.0
1510,1.0,3,425000.0
1670,1.0,4,204700.0
2320,1.0,6,384000.0
1900,2.0,3,314000.0
2390,2.0,3,535000.0
2110,1.0,4,568000.0
1470,1.0,4,426000.0
2670,2.0,4,675000.0
2540,2.0,4,380000.0
3450,3.0,3,685000.0
1700,1.0,3,429000.0
1810,1.0,4,799000.0
1550,1.0,5,318500.0
4110,2.0,3,925000.0
2080,1.0,3,420000.0
1100,1.0,2,570000.0
3950,2.0,4,1052500.0
1250,1.0,3,333000.0
2620,2.0,2,1360000.0
2290,3.0,3,660000.0
3500,2.0,6,350000.0
3500,2.0,6,682500.0
1690,1.0,5,399990.0
4500,2.0,5,860000.0
1120,1.0,2,216180.0
1740,2.0,4,300000.0
1010,1.0,3,145000.0
1010,1.0,3,255000.0
1200,1.0,3,250000.0
1020,1.0,3,245000.0
1850,2.5,3,445000.0
1830,1.0,3,562000.0
2070,1.0,4,501000.0
1160,1.0,3,190000.0
3280,2.0,4,862500.0
2340,2.0,5,1085000.0
3690,1.0,5,575000.0
720,1.0,1,250000.0
2660,1.5,7,310000.0
4300,2.0,5,1400000.0
1590,1.0,3,284850.0
2590,2.0,4,570000.0
1720,1.0,3,304000.0
1790,1.0,4,560000.0
1590,1.0,3,325000.0
1580,1.5,4,557510.0
2580,1.0,4,305000.0
1740,1.0,5,320000.0
3470,1.5,5,455000.0
1180,1.0,3,383001.0
1700,1.5,3,545000.0
1190,1.0,2,487500.0
2450,2.0,5,345000.0
2630,1.0,6,583000.0
2130,2.0,3,534950.0
1060,1.0,4,403504.0
1480,1.5,3,500000.0
1610,1.0,3,319502.0
2440,2.0,4,525000.0
3100,2.0,4,563000.0
2890,1.5,4,898500.0
3240,2.0,3,651000.0
2900,2.0,4,450000.0
2650,1.0,4,665000.0
2560,2.0,4,825000.0
1150,1.5,3,200000.0
1760,1.0,3,295000.0
3220,2.0,4,748000.0
3200,1.0,3,580000.0
1250,1.0,3,275000.0
1000,1.0,3,196000.0
740,1.0,2,235750.0
2170,1.0,3,315000.0
2370,2.0,4,338000.0
2300,2.0,4,353000.0
1400,1.0,3,235000.0
3080,2.0,3,569999.0
2350,2.0,4,505000.0
2660,1.5,4,1234000.0
1250,1.0,2,299000.0
1100,1.0,3,240000.0
3330,1.0,3,1955000.0
3640,2.0,4,1265000.0
1350,2.0,2,405000.0
1310,1.0,4,304000.0
1800,2.0,4,272000.0
1260,1.0,2,412000.0
2990,2.0,4,698000.0
1140,1.0,2,400000.0
2100,2.0,3,305000.0
2400,1.0,4,585000.0
1400,1.0,2,190000.0
2990,2.0,4,760000.0
1930,1.0,3,570000.0
980,1.0,3,144000.0
690,1.0,2,139000.0
1430,1.5,4,525000.0
1110,1.0,1,293000.0
1250,2.0,2,267100.0
3470,2.0,4,1500000.0
1500,2.0,3,240000.0
2530,2.5,3,975000.0
2150,1.0,5,279950.0
1260,1.0,3,405000.0
2740,2.0,3,400000.0
960,1.0,3,225000.0
1520,1.0,3,250000.0
1570,1.0,3,272950.0
3240,2.0,5,625000.0
1280,1.5,3,670000.0
2130,3.0,3,1065000.0
1970,1.0,3,540000.0
2990,2.0,3,525000.0
1160,1.0,2,425000.0
1890,1.0,3,465500.0
2170,2.0,3,443500.0
1570,1.0,4,350000.0
3260,2.0,3,850000.0
1250,3.0,3,205000.0
1940,1.0,4,315000.0
2150,2.0,3,470000.0
3310,1.0,4,1100000.0
3400,1.0,3,340000.0
2660,1.0,4,310000.0
950,1.0,3,305000.0
1480,1.0,3,307150.0
2840,1.0,4,729032.0
3240,1.0,5,750000.0
1961,2.0,4,289000.0
1100,1.0,3,480000.0
1500,1.0,3,529000.0
1480,2.0,3,585000.0
2510,1.0,4,704000.0
1490,1.5,4,607000.0
2190,2.0,3,580000.0
2530,2.0,5,875000.0
2440,1.0,4,610000.0
1040,1.0,3,230000.0
2450,2.0,4,510000.0
2210,1.0,4,733000.0
1050,1.0,3,169100.0
1050,1.0,3,250000.0
2730,2.0,4,500000.0
1620,1.0,2,700000.0
2410,2.0,4,379000.0
3420,2.0,4,650000.0
920,1.0,2,412133.0
2330,1.0,4,480000.0
1940,1.0,3,650000.0
1900,2.0,2,505000.0
3510,1.0,4,931088.0
1860,1.0,4,570000.0
1380,1.0,3,475000.0
2210,1.0,6,240000.0
2640,1.0,4,462000.0
4530,2.0,3,1115000.0
1500,1.0,3,243000.0
2010,1.0,4,660000.0
2080,1.0,2,1190000.0
5584,2.0,4,1680000.0
9890,2.0,6,6885000.0
2080,2.0,3,368000.0
3970,2.0,5,811500.0
770,1.0,2,275000.0
2500,2.0,4,650000.0
2410,1.5,3,485000.0
1340,1.0,3,425000.0
2640,1.0,3,530000.0
2740,1.0,4,657000.0
1580,1.0,4,315000.0
2180,1.0,4,273000.0
1960,1.0,3,550000.0
1560,2.0,2,347000.0
2440,1.0,5,525000.0
990,2.0,3,490000.0
2210,2.0,3,500000.0
3080,2.0,3,585000.0
2900,1.0,4,926500.0
1020,1.0,1,465000.0
1900,1.0,4,200000.0
5770,2.0,6,1680000.0
990,1.0,2,220500.0
990,1.0,2,329000.0
2080,3.0,3,715000.0
2080,3.0,3,780000.0
1480,1.0,2,410000.0
1480,1.0,2,778100.0
1090,1.0,3,406000.0
2800,1.0,4,665000.0
1000,1.0,2,305000.0
1640,2.0,3,265000.0
1620,1.5,4,485000.0
2460,1.0,3,600000.0
1860,1.0,2,510000.0
1080,1.0,2,195000.0
1980,1.0,3,432500.0
1510,1.0,3,490000.0
1690,2.0,3,270000.0
1010,2.0,2,370000.0
2090,2.0,3,327500.0
1060,1.0,2,826000.0
1750,2.0,3,510000.0
890,1.0,2,587750.0
3020,1.0,5,449228.0
2030,1.0,3,565000.0
3170,2.0,4,660000.0
2470,1.0,5,400000.0
2060,1.0,4,612500.0
2120,1.0,4,560000.0
2180,1.5,3,727000.0
2300,2.0,4,224000.0
4200,2.0,4,1080000.0
1480,1.0,3,439000.0
2240,1.5,3,335000.0
2740,1.0,4,779000.0
1830,1.5,5,452000.0
2000,1.5,4,775000.0
1380,1.0,3,235000.0
1620,2.0,3,370000.0
3180,2.0,4,790000.0
1140,1.0,2,903000.0
970,1.0,3,209950.0
1780,2.0,3,309000.0
2240,1.0,3,440000.0
2810,2.0,4,571500.0
920,1.0,2,514000.0
1830,1.0,3,323000.0
1560,1.0,2,290000.0
5540,2.0,4,2575000.0
2310,1.0,3,1362500.0
1470,1.5,4,551000.0
3430,1.5,4,960000.0
2900,2.0,5,720000.0
1850,1.0,3,218000.0
2190,2.0,4,334950.0
2510,2.0,4,605000.0
3200,2.0,4,825000.0
1670,1.0,4,268500.0
1010,1.0,3,230000.0
5050,2.0,4,1335000.0
1430,1.0,2,245500.0
1880,1.0,3,440000.0
2180,2.0,4,571500.0
1830,2.0,3,182500.0
970,1.0,2,217000.0
1170,1.0,2,335000.0
1010,1.0,2,501000.0
2140,1.0,3,339950.0
2230,1.0,3,340000.0
1140,1.5,2,582500.0
860,1.0,2,298800.0
2540,1.0,6,317500.0
2420,1.5,4,598000.0
1640,2.0,2,375000.0
2550,2.0,4,465000.0
2507,2.0,3,551870.0
1920,2.0,3,295000.0
2210,1.0,4,263500.0
3530,2.0,4,1095000.0
1100,1.5,2,300000.0
3390,1.5,4,780000.0
1590,1.0,3,325000.0
820,1.0,2,370000.0
2370,1.0,4,715000.0
1600,1.0,4,356000.0
1740,1.5,4,329950.0
1470,2.0,3,490000.0
1410,3.0,3,429000.0
1620,2.0,4,510000.0
2360,2.0,3,550000.0
1830,1.0,3,467500.0
2130,1.5,5,615000.0
990,1.0,2,325000.0
1010,2.0,2,219950.0
1720,1.0,3,950000.0
1630,1.5,3,925000.0
1310,1.0,4,251200.0
1610,1.0,3,215000.0
1850,1.0,3,245000.0
1270,1.5,3,259000.0
1420,1.5,4,349950.0
5220,2.0,5,1565000.0
1410,1.0,2,600000.0
1170,3.0,2,405000.0
1860,2.0,3,625000.0
1620,1.5,4,430000.0
1280,3.0,3,533000.0
2750,2.0,4,1050000.0
1420,1.0,3,230000.0
2000,1.0,4,275000.0
1100,1.0,2,403000.0
1720,1.0,3,550388.0
1240,1.0,3,415500.0
2170,1.0,3,913000.0
1800,1.0,2,334998.0
1160,1.0,3,201500.0
3030,2.0,3,820000.0
890,1.0,3,371000.0
2150,1.0,4,229950.0
2150,1.0,4,344900.0
2060,2.0,3,840000.0
1380,1.0,3,285000.0
1800,1.0,4,475000.0
1460,1.0,2,420000.0
2210,1.5,3,685000.0
3590,2.0,4,879000.0
1140,1.0,3,197200.0
1240,1.5,3,529950.0
4340,2.5,4,1090000.0
1570,2.0,3,792000.0
1680,2.0,3,262000.0
1560,1.0,3,353900.0
1200,1.5,1,380000.0
1690,2.0,3,305000.0
2310,1.0,4,440000.0
2650,2.0,4,1008000.0
3610,2.0,5,549900.0
2620,2.0,4,678500.0
1760,1.0,3,270000.0
940,1.5,3,430000.0
4830,2.5,5,1925000.0
3350,2.0,4,790500.0
1570,2.0,3,447450.0
2240,1.0,3,375000.0
1950,1.0,4,565000.0
1010,1.0,2,400000.0
1630,1.0,3,246000.0
1420,1.0,3,329922.0
3950,1.0,5,1249000.0
1210,1.0,3,375000.0
1890,1.0,3,385000.0
1690,1.5,4,591500.0
2560,1.0,4,255000.0
1350,1.0,3,275000.0
3120,2.0,4,800000.0
1140,1.0,2,327000.0
2230,1.0,4,355000.0
1050,1.0,2,310000.0
4180,2.0,5,869000.0
1200,1.0,3,272000.0
3320,2.0,5,665000.0
1590,2.0,3,225000.0
2750,2.0,3,375000.0
1530,1.0,3,375500.0
1570,1.0,3,550000.0
1470,1.0,3,248000.0
1470,1.0,3,546940.0
3150,2.0,4,680000.0
2380,2.0,4,350000.0
2000,3.0,2,593000.0
1140,1.0,2,390000.0
1340,1.0,3,297000.0
1450,1.0,2,355000.0
2020,2.0,3,309900.0
1810,2.0,3,257000.0
3600,2.0,4,1698000.0
1260,2.0,3,300000.0
1560,3.0,3,500000.0
4020,1.0,8,900000.0
3150,2.0,4,695000.0
1680,2.0,4,213400.0
1320,1.0,2,425000.0
2700,2.0,3,420000.0
1080,1.5,1,411000.0
3130,2.0,4,762500.0
4850,2.0,5,569950.0
1220,1.5,4,258000.0
1780,2.0,3,499000.0
1250,1.0,3,310000.0
1780,3.0,2,398500.0
1930,1.0,4,250600.0
2470,1.0,4,352000.0
1180,1.0,2,600000.0
2270,1.0,3,645000.0
1770,2.0,4,291500.0
2250,1.0,4,350000.0
1540,1.0,3,279000.0
820,1.0,2,320000.0
1580,1.0,2,495000.0
2430,1.0,4,490000.0
2160,1.5,5,770000.0
1770,1.0,3,215000.0
3580,1.5,3,665000.0
1890,1.0,3,423500.0
1910,1.5,3,850000.0
910,1.0,2,155000.0
1460,1.0,3,505000.0
3310,2.0,3,780000.0
1630,1.0,3,165000.0
2130,1.0,2,707000.0
1220,3.0,3,497000.0
1670,1.0,4,349170.0
1300,1.5,4,287000.0
3220,1.0,4,2375000.0
2430,1.0,4,645000.0
2240,2.0,5,238000.0
2240,2.0,5,328000.0
790,2.0,2,365000.0
1380,1.0,3,380000.0
1680,2.0,4,525000.0
2000,2.0,4,402000.0
1680,1.0,2,308000.0
1960,2.0,3,405000.0
2590,1.0,3,808000.0
3790,2.5,4,875000.0
2370,3.0,3,860000.0
1930,1.0,4,367500.0
2580,1.0,6,604000.0
890,1.0,2,230000.0
2160,1.0,4,435000.0
1970,2.0,4,347500.0
1570,1.0,4,525000.0
1480,1.0,2,280000.0
1480,1.0,2,490000.0
1430,1.0,4,265000.0
2720,1.0,4,645000.0
2420,1.0,3,390000.0
1400,1.0,3,267500.0
5844,2.0,4,1275000.0
1840,1.0,4,404000.0
2530,2.0,3,380000.0
2810,1.0,4,812500.0
1020,1.0,3,265000.0
2550,1.0,5,480000.0
710,1.0,1,264000.0
5530,1.5,5,1350000.0
2150,1.0,4,550000.0
880,1.5,2,615000.0
1630,1.0,3,464000.0
1380,2.0,3,365000.0
2800,1.0,4,490000.0
2070,2.0,4,280927.0
830,1.0,2,282613.0
2770,2.0,3,675000.0
2060,1.0,4,575550.0
1490,1.0,3,259900.0
2120,2.0,4,450000.0
2810,2.0,4,487500.0
2400,2.0,4,275000.0
2460,2.0,3,305000.0
2030,1.0,3,395000.0
880,1.0,3,215000.0
1320,1.5,3,410000.0
2160,1.0,4,440000.0
4190,2.0,4,1160000.0
2280,1.0,4,500000.0
2590,2.0,5,961000.0
2770,2.0,4,825000.0
2145,1.5,3,734000.0
4480,2.0,4,490000.0
1780,2.0,4,175000.0
720,1.0,1,190000.0
2050,2.0,4,305000.0
2040,1.0,3,1300000.0
920,1.0,2,417000.0
680,1.0,2,275000.0
1940,2.0,3,661000.0
2230,1.0,4,435000.0
2910,1.0,5,788000.0
5270,2.0,5,1795000.0
2820,1.5,5,408000.0
1790,1.5,2,570000.0
2920,2.0,5,1540000.0
840,1.0,2,400000.0
1820,1.0,3,247000.0
1550,1.0,3,453000.0
1270,1.0,2,235000.0
2460,1.5,4,675000.0
2110,1.0,3,516200.0
920,1.5,1,650000.0
1500,1.0,3,257100.0
1440,1.0,2,457000.0
1610,1.5,3,540000.0
1970,1.0,3,268000.0
1150,1.0,3,300000.0
2110,1.0,2,380000.0
3580,1.5,3,725000.0
1000,1.0,3,249000.0
1680,1.0,5,274000.0
3950,2.0,4,1780000.0
2390,1.0,3,396500.0
1820,1.0,2,460000.0
1100,1.0,3,277000.0
2280,1.0,6,449500.0
2530,1.5,4,785950.0
1940,1.0,3,545000.0
1360,1.0,3,244000.0
1660,2.0,3,165000.0
800,1.0,2,435000.0
2670,1.0,3,642000.0
1720,2.0,3,340000.0
3550,2.0,4,730000.0
1370,1.0,3,563250.0
2820,2.0,5,675000.0
1620,1.0,3,620000.0
1290,1.0,2,275000.0
1830,1.0,3,270000.0
2040,2.0,4,325000.0
1850,2.0,4,476100.0
1300,1.0,2,700000.0
1620,1.5,4,220000.0
1560,1.0,3,236000.0
2600,1.0,3,790000.0
2010,1.0,3,350000.0
780,1.0,2,130000.0
1982,2.0,4,283200.0
1500,1.0,3,273000.0
2460,1.0,5,599000.0
2680,1.0,4,460000.0
5860,2.0,4,1157200.0
1720,1.0,4,385000.0
1420,1.5,3,264250.0
1760,3.0,3,608000.0
2790,2.0,3,450000.0
2360,2.0,3,1755000.0
1890,2.0,5,339950.0
3810,2.0,6,760000.0
1160,1.0,2,350000.0
2320,1.0,3,541500.0
3280,1.0,6,730000.0
980,1.0,3,215000.0
1640,1.0,3,420000.0
2060,1.0,4,655000.0
1500,2.0,3,240000.0
2360,1.0,4,730000.0
1940,1.0,4,390000.0
1280,1.0,3,473000.0
3630,2.0,4,698000.0
1820,2.0,3,511000.0
960,2.0,2,358000.0
1630,1.0,3,499990.0
1940,1.0,4,322000.0
980,1.0,3,201000.0
3140,1.0,4,765000.0
2880,1.5,4,920000.0
1650,1.0,4,360000.0
1980,2.0,3,297300.0
860,1.0,3,399000.0
1430,1.5,3,400000.0
1260,1.0,3,230000.0
960,1.0,3,290000.0
2060,2.0,3,323800.0
1430,1.5,4,574500.0
1670,2.0,3,505000.0
880,1.0,2,372500.0
1300,1.0,3,425000.0
2380,1.5,3,446250.0
520,1.0,2,330000.0
2680,2.0,3,608095.0
2140,1.0,3,550000.0
1820,2.0,4,265000.0
1820,1.5,4,399888.0
1050,1.0,2,430000.0
2100,2.0,3,554990.0
2210,2.0,3,359950.0
860,1.0,2,405000.0
870,1.0,2,280000.0
2570,2.0,4,479950.0
2980,1.0,5,575000.0
2360,2.0,4,392000.0
2310,2.0,4,760500.0
2300,2.0,3,435000.0
2810,2.0,4,1565000.0
2040,1.0,4,261000.0
3290,2.0,3,1482500.0
2960,2.0,7,853800.0
2670,2.0,3,657500.0
2530,2.0,4,331950.0
1720,1.0,3,514000.0
3090,2.0,3,496000.0
3930,2.0,4,1093000.0
1120,1.0,3,195700.0
3960,2.0,4,1395710.0
4060,2.0,4,1175000.0
2350,1.0,3,643403.0
2380,2.0,4,357000.0
1480,1.0,3,865000.0
2930,2.0,3,905000.0
1290,1.0,3,265000.0
2730,2.0,2,535000.0
1290,1.0,3,450000.0
2170,2.0,4,460500.0
1850,1.0,4,315000.0
2110,1.0,4,607500.0
960,1.0,2,432000.0
3910,2.0,3,1695000.0
2590,2.0,4,479000.0
3080,2.0,5,475000.0
1630,1.0,3,415000.0
910,1.0,2,450000.0
2780,1.5,3,1140000.0
3880,2.0,5,430000.0
1360,1.0,3,296000.0
2560,1.0,4,303000.0
2600,2.0,4,641000.0
1220,1.0,3,280000.0
1560,1.0,3,260750.0
2080,2.0,4,601000.0
1490,1.0,3,255000.0
2020,1.0,4,555000.0
1530,1.0,3,865000.0
3450,1.5,4,1388000.0
1400,1.0,3,315000.0
1730,1.0,2,200000.0
1370,1.0,3,357000.0
1050,2.0,2,390000.0
2840,1.0,5,462000.0
1010,1.0,2,174500.0
1210,1.5,2,305000.0
1720,1.0,5,449000.0
2710,2.0,3,260000.0
3110,2.0,4,751000.0
1250,1.0,2,370037.0
1900,2.0,3,229950.0
1740,1.0,3,349000.0
2070,2.0,4,348000.0
3030,2.0,3,1220000.0
3610,2.0,4,510000.0
1520,1.0,3,265000.0
2780,3.0,3,1250000.0
5545,2.0,4,937500.0
2590,1.0,3,485000.0
1150,1.5,4,489000.0
920,1.0,2,400000.0
2110,2.0,3,638000.0
1170,1.0,3,440000.0
1900,1.0,6,305000.0
1900,1.0,6,649950.0
3290,2.0,4,680000.0
2660,2.0,4,629000.0
2160,2.0,3,555000.0
2700,2.0,4,669000.0
1980,2.0,3,272000.0
2600,1.0,4,270000.0
1280,1.0,3,215000.0
1710,1.0,3,690000.0
1270,1.0,4,256000.0
1890,1.0,3,255000.0
3440,2.0,7,550000.0
1190,1.0,3,410000.0
1030,1.0,2,410000.0
1240,1.0,3,259000.0
1730,1.0,3,292000.0
